HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,c
28.565633570502253,7.02297026251553,1
55.48,19.5,1
29.925810023062336,36.22625234397868,1
15.814960223011,4.411282386644391,1
119.3076758496939,4.799564839345891,1
55.48,19.5,1
55.48,19.5,1
44.11216653204532,29.957806493287734,1
28.849997259442784,47.32729542351385,1
26.28817313280206,38.61322766128604,1
27.188862960066228,40.96391984835205,1
25.707256953361924,38.87053564294023,1
55.48,19.5,1
25.379550290570076,38.13272125004988,1
43.7009796745254,29.160926719074638,1
44.241090841605185,21.803214910488023,1
55.48,19.5,1
29.95229766035143,45.81622529060159,1
104.34457260805051,3.8677365637457632,1
26.49560399419553,45.13578454856553,1
9.217062158624005,2.751747592054242,1
24.06479658900517,9.263047940170084,1
32.23150251149192,22.56258372094292,1
24.26400317540566,9.261953083324919,1
29.486563284010977,46.454669498168286,1
55.48,19.5,1
113.89912542916468,58.832942775672336,1
24.44855853297264,9.121612334285267,1
18.368451403742032,10.387848959346046,1
28.4,22.92,1
37.9126458478526,8.903481640236253,1
74.92,2.5,1
126.46266722356727,4.169041703883593,1
46.18,8.5,1
43.955910753993926,27.39095594659232,1
14.353558665803893,10.835215259382505,1
97.52889017036212,3.6593402739902015,1
55.48,19.5,1
75.80947805393878,20.604417348011218,1
51.47085010759288,105.06006849932078,1
42.051241420358,22.33669786546807,1
45.162330515208524,23.20862256743333,1
28.83514605666398,20.967886440243532,1
47.29603529013111,26.916050361818584,1
28.6,47.67,1
74.69117435998238,13.35454959057931,1
78.42869947190484,26.71214531135717,1
48.82639783020007,24.710099559020918,1
20.513722762719503,10.611506037123526,1
74.92,2.5,1
46.790386945264416,23.41935745595423,1
30.855712963269898,43.46701133655264,1
28.418025598092225,23.07719726128479,1
29.407677035102857,46.56280939771317,1
55.48,19.5,1
30.345807161905167,40.24053842102064,1
30.864014575508662,49.50702104701793,1
35.904083487672246,9.727282100989186,1
13.879711872883043,2.65772491857313,1
38.3187974950432,21.994739039641495,1
42.645011690319265,21.458747077420185,1
55.48,19.5,1
78.817865536533,2.7154707317044227,1
55.48,19.5,1
8.505451570948152,4.533101849882052,1
20.459416698700863,10.656514564889946,1
43.74300498721126,23.10667205361376,1
42.484841296508876,21.498789675872782,1
18.589703803220132,18.154383440726214,1
74.92,2.5,1
55.48,19.5,1
39.210507595293244,9.506597940157096,1
120.49535706732594,3.6423291110933884,1
74.90629420705213,3.1501465885533193,1
55.48,19.5,1
36.809443176012714,62.227786872919786,1
55.48,19.5,1
47.83596808948477,27.509771068095375,1
88.24896740005354,3.2368141183003614,1
74.92,2.5,1
7.74,1.5,1
80.51577984738366,2.6305484163758646,1
16.033542945141164,2.8644486731691576,1
18.464084731648054,18.630189831819216,1
8.893140474928554,4.062015883370428,1
13.706415698338464,7.99555183489458,1
55.48,19.5,1
7.767733022703175,1.609892102461332,1
55.48,19.5,1
55.48,19.5,1
34.160425046963184,64.04288181895714,1
8.54,4.67,1
18.678598015185607,8.079052811369035,1
72.50980704918533,12.811873433275947,1
55.48,19.5,1
23.572654616316832,40.82324305570101,1
42.000032776626284,21.61999180584343,1
98.62441678487909,10.634674412956262,1
9.295250108892986,3.369724039328568,1
74.92,2.5,1
29.004886166707966,28.195078713563618,1
76.10997098228464,2.565780596035635,1
55.48,19.5,1
35.97682345666479,53.65555331605324,1
55.48,19.5,1
8.54,4.67,1
55.48,19.5,1
8.54,4.67,1
28.4,22.92,1
31.409352958993885,5.805459317222857,1
8.488839416576363,2.134609675064715,1
25.445821800505367,41.720252693199754,1
30.822435766195465,44.62341097050705,1
55.48,19.5,1
50.6875858724409,20.202199752134074,1
73.89092915871997,6.902821054458583,1
8.088421847360847,2.880621570167354,1
16.659898513871767,2.3202966427924636,1
9.188435547885163,3.553621273228636,1
17.42269573704533,2.9996919240667532,1
55.48,19.5,1
55.48,19.5,1
35.64599771325691,9.742503411406867,1
55.48,19.5,1
55.48,19.5,1
55.48,19.5,1
18.958341363543376,11.900596457452377,1
95.67807714556636,19.941427973943142,1
30.619024898786016,49.308236464396366,1
7.74,1.5,1
128.6803492128179,54.796028843326226,1
105.04148645996953,3.924241412551817,1
85.7535274565637,2.75274401277243,1
71.92042001914048,15.333532313318118,1
104.44582579360893,11.25346083592353,1
27.339870382834313,46.152490967563544,1
9.10961141789972,4.490279057194613,1
11.591608978703736,7.596612886727494,1
31.018715465287173,44.4897095303172,1
55.48,19.5,1
42.401861215158405,21.5195346962104,1
20.496744304738783,11.321463580391297,1
30.3284915769191,39.293006945905994,1
74.92,2.5,1
30.00143345032418,45.748868311847275,1
26.33178682619455,37.988516895139995,1
31.810516741014258,5.590271845704722,1
55.48,19.5,1
30.15559358332131,10.056852009832069,1
55.48,19.5,1
55.48,19.5,1
9.142339648709711,3.632982254283278,1
30.033667144774014,15.591187669972125,1
74.92,2.5,1
55.48,19.5,1
23.128467869786892,39.70446828284877,1
55.48,19.5,1
80.68318489068889,2.8185840182802036,1
55.48,19.5,1
31.248203897937344,5.838547262012409,1
30.086902433582434,45.631704580630746,1
16.884048050402612,2.7386273087337494,1
108.92149829532987,3.5547539514636264,1
49.39230323518709,20.39198868159924,1
74.92,2.5,1
55.48,19.5,1
96.32374442002724,2.9993450447938486,1
72.10792817034661,14.531289355014025,1
76.09526457041225,20.516059296271926,1
44.28891220723332,8.773128223164376,1
55.48,19.5,1
39.541741927725724,58.64564269007196,1
55.48,19.5,1
74.92,2.5,1
8.883822144198374,4.078058782668777,1
27.153341057159157,7.8481247966286585,1
25.62433238374739,38.03703370453511,1
16.886000965829776,12.099069640890747,1
29.845735373726203,37.00042592128921,1
89.44473338848942,3.3029150574068225,1
48.607388087578435,26.097196578797178,1
35.463521330968646,6.034743296021089,1
55.48,19.5,1
241.7977894664403,23.756243182219507,1
36.49535086426812,51.85898223605011,1
31.943028832819962,7.235406563152477,1
8.755767620382546,2.360820017273343,1
39.72290267749503,58.40813428234765,1
74.92,2.5,1
30.055389773395017,37.22413196260563,1
44.54956726565014,30.184438997746188,1
72.22925662523264,14.012192462702306,1
9.51,3.0,1
72.35017855580057,13.494834861559816,1
8.820922101045943,4.186350609539459,1
99.88223130068717,45.84858656103116,1
48.910345467039534,24.763318699509487,1
95.2049706431152,6.289319262296521,1
8.545046019536152,4.6613125230666235,1
25.782720658691925,41.45979529812619,1
28.099736618061666,22.918097879028448,1
20.038608271908323,4.939674523396169,1
42.6111813583058,21.46720466042355,1
9.126313822323112,2.6748422223077233,1
31.347263222154364,9.719536386195642,1
42.036970978862,23.00147003231099,1
24.752427051515625,39.096771199264516,1
40.79011372721186,7.26009147425701,1
45.38317339620925,8.615084997796464,1
77.73289091437333,25.692687510583447,1
24.07512451443613,38.83508973164029,1
55.48,19.5,1
33.24937134457531,61.360249740665445,1
74.92,2.5,1
9.096617421088505,3.711699903899172,1
71.82179814448561,17.13507464009641,1
90.35387014831724,3.3531713735940984,1
31.720365858849537,5.656189219103261,1
9.12094993557511,2.6702965555721265,1
31.0,44.38,1
7.74,1.5,1
39.94481882327681,58.117194051088596,1
184.24914000846263,39.54777577221364,1
55.48,19.5,1
98.71570857704408,13.522383084506801,1
16.189165953864205,2.3225471249371474,1
55.48,19.5,1
55.48,19.5,1
40.61002514307483,9.304466795016703,1
25.577260726911586,8.604561798597414,1
74.64140400387164,3.6919571211599864,1
8.220832292597015,1.907484993726283,1
55.48,19.5,1
55.48,19.5,1
32.10902460665431,9.951106019266785,1
55.48,19.5,1
36.839245375565376,6.351219727180134,1
42.689731755759816,24.03100505067591,1
55.48,19.5,1
9.43332433367994,3.132008621396391,1
55.48,19.5,1
23.433629991704553,39.424217354557044,1
9.211033460800005,2.7466385261016986,1
55.48,19.5,1
106.09669315570548,3.5450333556631297,1
55.48,19.5,1
55.48,19.5,1
39.84933300579657,56.42363579068011,1
42.08084457419327,23.24798282334493,1
33.801460721848784,48.19269103487709,1
30.380930168909686,39.6902540154196,1
30.59632892088088,44.018172874204204,1
55.48,19.5,1
9.51,3.0,1
18.068072757239783,20.13016134103947,1
9.389465047689646,3.2075189385137026,1
55.48,19.5,1
36.27890142686198,6.2223162208383505,1
72.88372085902166,18.65056434456991,1
55.48,19.5,1
55.48,19.5,1
55.48,19.5,1
113.35178088084947,8.746743883290534,1
27.82248211343848,37.58547705821849,1
55.48,19.5,1
87.76716538842801,40.394316682795136,1
55.48,19.5,1
13.348912343298243,8.693706534973126,1
55.48,19.5,1
74.73405970051643,11.32024497550296,1
55.48,19.5,1
13.183495836046388,11.385422161283959,1
29.90511967272785,51.51297422961209,1
55.48,19.5,1
84.54321193551968,3.0319630699568645,1
106.77627272910533,60.799411623378155,1
16.542979491463463,2.3020280455411655,1
12.72696630927729,2.6398918310510497,1
30.579656576397582,44.956220776521654,1
55.48,19.5,1
16.5497638616026,2.3030881033754063,1
30.703771877141154,44.78607938508567,1
9.398476374001973,3.1920045932130963,1
55.48,19.5,1
23.660320899764088,9.412117604509548,1
41.59845941297042,21.688800427894552,1
94.67554421719747,5.616536082980151,1
55.48,19.5,1
30.887138655342834,44.53471409330087,1
99.57060829944233,3.522576078112327,1
55.48,19.5,1
108.24432952454956,60.40373769412559,1
55.48,19.5,1
55.48,19.5,1
55.48,19.5,1
94.99630381369181,144.42005644436853,1
55.48,19.5,1
91.35411076190586,3.4084638342678746,1
74.92,2.5,1
142.48957587927998,35.58044522986399,1
74.62872474465313,16.316903138249014,1
18.890385330173633,22.859758097114224,1
37.03156476142152,61.936577302751715,1
55.48,19.5,1
28.695754336362707,25.499208271007255,1
99.12493527247126,3.715618310030721,1
102.83143073744375,3.533797077554865,1
30.04201384065167,45.693239360106666,1
55.48,19.5,1
32.44483066797077,58.99124929459629,1
74.92,2.5,1
55.48,19.5,1
55.48,19.5,1
212.19316659275145,18.550441205501315,1
55.48,19.5,1
55.48,19.5,1
31.686717638078488,8.30413270551202,1
8.531382213699871,4.635852021785745,1
29.82523114999296,36.410769029159226,1
74.92,2.5,1
55.48,19.5,1
43.96345665762859,18.68174765542549,1
29.91831537230337,36.16089314937288,1
29.871969420515406,37.242289264295756,1
9.280715049540998,3.394748316769622,1
29.01576995360728,20.15758756923401,1
103.84154978802954,3.881930528491874,1
8.24397007830992,3.4969814353030575,1
41.459704933557624,20.242880205784928,1
14.341669857303739,2.45914143388391,1
7.86421589032411,1.6052677036645,1
55.48,19.5,1
36.81687060775692,9.673447998231898,1
73.73840619692402,19.870301725101726,1
93.01,3.5,1
30.67156561021616,44.83022880932869,1
43.46758561107743,26.09512928722657,1
55.48,19.5,1
12.116483930699879,3.541565695919986,1
55.48,19.5,1
31.99484484041166,45.73394937881839,1
7.858894431543063,1.6007579928331044,1
20.653334084227815,10.520343703601542,1
74.91111969587993,2.921245195438889,1
74.92,2.5,1
55.48,19.5,1
8.406381360835057,2.06472996680937,1
72.58672209245313,12.482796796061304,1
45.369881037723374,22.51881866410189,1
91.89635322324558,3.4384385419151786,1
107.55037442079481,3.9903125155700323,1
10.802335215657923,3.956199319179638,1
29.474980490006057,32.29466751998789,1
55.48,19.5,1
106.93812118887834,10.171158483718575,1
55.48,19.5,1
55.48,19.5,1
74.79585432768603,3.0311501968163608,1
13.928934158166705,13.436574717867698,1
55.48,19.5,1
16.03651932522361,2.2694194785197457,1
9.51,3.0,1
55.48,19.5,1
44.365584329214755,26.44036725120227,1
109.13939019675782,3.947597037721564,1
30.92782301681525,44.478942614449096,1
29.080488110405096,6.923193934074655,1
55.48,19.5,1
212.51236459422185,15.965993102895645,1
18.728233802069912,12.091308171825325,1
31.040058111904663,11.07640597020548,1
31.0,44.38,1
74.0623733964184,6.1693066362818065,1
180.46569571857958,40.50783191855661,1
55.48,19.5,1
33.22003998083017,5.861577376206349,1
35.99618054387067,7.661164653630452,1
7.763352196694778,1.5925330794030568,1
39.37287320168292,31.45914423429723,1
43.49445328215832,21.77576437713844,1
28.427782853946752,22.795363030211085,1
55.48,19.5,1
22.946231111122465,40.52326560250935,1
55.48,19.5,1
24.55978367896236,38.60736707809431,1
55.48,19.5,1
43.39187596178225,21.587611208417847,1
55.48,19.5,1
55.48,19.5,1
12.765189349758987,9.833636960066624,1
55.48,19.5,1
30.049918882151164,45.68240286571778,1
102.72560377417292,12.000483175845275,1
8.171929583058569,3.2115209728695833,1
74.06539697002128,6.156370448621523,1
36.73427877688466,9.678319076068401,1
28.46753007728027,23.508914894723407,1
48.426007284189076,24.456269415365973,1
9.009510842240292,3.8616669004728985,1
81.61211832887004,2.869934678212827,1
41.54180241828902,20.587178307841874,1
71.74938210080383,16.065308317219554,1
55.48,19.5,1
27.35155337419407,7.559017535631263,1
86.97826243008761,192.99136527057843,1
55.48,19.5,1
28.4,22.92,1
44.083004037065145,21.702994771161237,1
95.9764776184756,21.780254070437564,1
55.48,19.5,1
13.80898243755679,3.8401920073400895,1
97.69801650903523,3.5161321972093433,1
55.48,19.5,1
28.4,22.92,1
9.51,3.0,1
30.640955593938187,44.87219003997641,1
17.755328244255082,16.781997755122443,1
31.371007362991502,5.823863219055824,1
29.89627037684062,36.65173439979975,1
28.79669251430103,47.40036734497901,1
42.445534594228306,9.0393657050977,1
55.48,19.5,1
74.91150793727444,2.536332807289943,1
13.361152439243037,10.339939628556806,1
31.684718405971665,45.311878040446224,1
55.48,19.5,1
101.2097627396515,11.991448005644287,1
45.06575009148632,13.61833501140994,1
13.223693119800243,3.192224595838776,1
55.48,19.5,1
7.74,1.5,1
9.51,3.0,1
55.48,19.5,1
34.550311142507724,33.95959716611109,1
55.48,19.5,1
97.46036622561681,3.656924055910325,1
28.6,47.67,1
14.632718938840764,6.186609479704906,1
74.92860745097558,21.584016208115088,1
55.48,19.5,1
30.540157071266012,41.47030422680391,1
31.032785549586322,11.109031492828029,1
37.13434237809967,52.72862755970122,1
51.28533688367496,23.828062296702868,1
78.38814408887153,2.691716091148232,1
32.411211414980755,58.8922561328509,1
34.23088181670941,6.516838904226382,1
28.6,47.67,1
93.01,3.5,1
31.515873401880494,47.40403535017834,1
26.096501337635004,44.65516582653104,1
74.92,2.5,1
27.287700600759642,37.73006613386869,1
55.48,19.5,1
8.54,4.67,1
16.411706816185742,11.862365831629145,1
55.48,19.5,1
27.71003615120548,7.58093995847706,1
29.922825185922733,16.088437013152195,1
108.54960871450855,13.101136444969946,1
41.16761882567229,19.01793777409972,1
21.639409467902958,10.156925257529622,1
11.654336313658867,2.7599623529486346,1
55.48,19.5,1
97.89700270724892,55.252656932101495,1
112.32149569225783,59.28495031998919,1
40.77537542142289,9.280585393054466,1
18.92550282291621,11.927812835481895,1
55.48,19.5,1
55.48,19.5,1
73.555680252238,8.337164429796106,1
35.65051125034362,22.24364633858735,1
55.48,19.5,1
17.521694023484542,20.279639471952013,1
30.107680655855564,37.62026006275487,1
27.652674282226016,45.58178441538764,1
34.61735486769657,65.10169529051151,1
78.19683386507539,2.681140622723902,1
55.48,19.5,1
20.87611945324234,10.43823607374361,1
25.33566113281781,39.30281821051352,1
14.878371080035391,16.049051044636997,1
55.48,19.5,1
99.68938569224088,57.87224901139602,1
55.48,19.5,1
122.38016701074298,15.70178455525761,1
41.17988451577835,9.222162483965988,1
55.48,19.5,1
55.48,19.5,1
36.327152846168055,9.702330435022855,1
55.48,19.5,1
44.97848655257388,30.406676970245535,1
72.14094802743878,14.390015774820295,1
55.48,19.5,1
55.48,19.5,1
55.48,19.5,1
30.423427502828154,40.01219136576422,1
28.6,47.67,1
55.48,19.5,1
94.58490974022133,3.5555327835056887,1
126.68907415564895,6.215348921933973,1
55.48,19.5,1
55.48,19.5,1
74.92,2.5,1
53.92728008847424,21.10209969669795,1
55.48,19.5,1
8.260139293735772,3.561051951428002,1
55.48,19.5,1
8.055576918417655,2.7504735392299624,1
26.766694630789868,8.033695073708872,1
74.75391409063809,3.2105891152041153,1
74.92,2.5,1
29.053248204282276,47.04867225329638,1
44.65627117211115,13.081622982487705,1
108.87828842561198,3.954615902537312,1
74.53826139756472,20.608113192442275,1
21.258024420940334,10.905281830118463,1
9.186692095547395,3.556622887047268,1
31.0,44.38,1
16.771368865561303,3.074743122880646,1
103.1336242504284,9.420573546302517,1
95.69946559369636,3.465887771631377,1
8.637952347056103,4.501360392181758,1
32.09314721402911,6.609466527217894,1
55.48,19.5,1
74.92,2.5,1
73.22362643491918,9.75783779790563,1
55.48,19.5,1
29.393672274737675,48.31398555066728,1
106.1800049272488,5.349666034718112,1
55.48,19.5,1
88.19756168731028,3.233972453693216,1
74.92,2.5,1
55.48,19.5,1
55.48,19.5,1
28.381119666372005,9.578982583920896,1
104.41944618926141,3.9023076935564673,1
155.30689626686924,42.47430699195216,1
30.657296811867898,41.78386169745209,1
12.436405228569921,2.7707776583365598,1
104.95935969521445,3.9213455463756857,1
55.48,19.5,1
88.0521097460308,3.2259319925942944,1
55.48,19.5,1
40.72789014110368,17.17381609348673,1
87.46685087536146,39.954313509914634,1
55.48,19.5,1
72.43055901594177,13.150931635386893,1
28.6,47.67,1
44.6951149008926,30.259852280255235,1
55.48,19.5,1
7.780571372506572,1.6607640635572927,1
14.852390443156168,5.757621356799405,1
19.512719658257943,7.959690384320598,1
55.48,19.5,1
102.93041509872091,56.659004813680525,1
15.880428122204943,18.806317209921524,1
55.48,19.5,1
30.51805298965124,49.2263078742518,1
29.524216957067644,17.876637817599324,1
55.48,19.5,1
28.6,47.67,1
9.011773498480267,3.857771399523665,1
12.364626661785794,2.6804522393523365,1
101.40837074212439,11.726046240434965,1
22.64456992331538,40.378808132291866,1
31.0,44.38,1
12.926603847066408,10.678556624154892,1
7.74,1.5,1
17.099143186994937,2.3889286229679585,1
55.48,19.5,1
26.82966317337454,37.85390588275429,1
8.241928761348795,3.488892716844606,1
55.48,19.5,1
100.15412198407219,12.578589330965729,1
55.48,19.5,1
29.616995981437036,17.460420805497733,1
55.48,19.5,1
74.5711267162356,19.049117306772743,1
8.255077453822588,3.540994410772011,1
55.48,19.5,1
103.18143878156386,13.11519049607745,1
30.08422215516613,15.364392276129713,1
43.07901218071958,28.85639218087767,1
55.48,19.5,1
45.66764615771187,27.932872535003447,1
28.6,47.67,1
74.92,2.5,1
100.6302476742218,3.768697026594563,1
8.798134565645771,4.225582758115012,1
55.48,19.5,1
46.18,8.5,1
96.21277192897792,52.76832297638595,1
74.92,2.5,1
8.590222426236881,4.58353458575712,1
9.51,3.0,1
242.1577720034601,19.334097702124687,1
103.88607899700304,3.8464244962970113,1
74.54459028580169,20.307896699150447,1
74.92,2.5,1
55.48,19.5,1
55.48,19.5,1
30.161857768065005,15.016110290486168,1
39.23367139762882,21.90939632484806,1
9.173109189279536,3.5800078906218276,1
20.151373804795295,10.50941185032695,1
28.4,22.92,1
78.01938866167981,2.6440682675091325,1
55.48,19.5,1
55.48,19.5,1
106.30768387923976,5.179047435182578,1
55.48,19.5,1
55.48,19.5,1
55.48,19.5,1
29.957237847366343,51.66643816569047,1
16.34588185298281,2.271231539528564,1
31.56721989755674,56.40709119415027,1
115.52369821957723,6.442792162053964,1
30.412993785351233,44.09889843242172,1
103.29099267751691,11.754957809485711,1
55.48,19.5,1
27.28696887484965,38.1708262864117,1
55.48,19.5,1
29.776350374041144,34.9228477424497,1
8.132504031692923,3.0552972255832107,1
55.48,19.5,1
37.31580148952163,8.516587140673014,1
55.48,19.5,1
55.48,19.5,1
12.042371495771373,2.7165255788315625,1
33.26679257812459,57.66787423965427,1
26.20707775042455,44.78832729095244,1
18.20338924349297,12.526296074459134,1
30.286683678368526,38.97629239367854,1
35.61338615143832,50.65865880211491,1
185.03413006409278,39.259139781263315,1
43.4889970225226,21.74654801013553,1
28.091169839140584,46.54837197714402,1
33.35130708794222,61.66040339172229,1
55.48,19.5,1
7.795056924226275,1.7181630622466137,1
16.154417515196382,2.443546152441178,1
55.48,19.5,1
31.059864700906747,9.968028761402493,1
54.275805352440486,112.09857265994621,1
55.48,19.5,1
24.61909349385639,38.66052892437128,1
55.48,19.5,1
42.156353889180764,21.58091152770481,1
74.92,2.5,1
39.3854393402149,56.421303672529774,1
52.650746351246895,22.419229913201082,1
19.902987030717462,11.646062813026449,1
104.11986347972609,8.10265267143745,1
55.48,19.5,1
114.18037949092007,58.75529448305383,1
39.24665968370084,59.032506367857096,1
10.739404074016653,2.9037020307558756,1
89.8562984078583,200.89120416413706,1
24.687184614096545,39.13131645768346,1
29.9933216556555,15.772182016989905,1
71.97746777481007,15.089456735917416,1
55.48,19.5,1
29.825136006049547,37.04401878354957,1
105.08211753082462,30.058640844944307,1
40.37010465530073,57.2202609441166,1
55.48,19.5,1
24.210967531664323,9.209176585381698,1
100.74009411461377,3.5266004615093385,1
74.80945675837773,7.743717871825796,1
31.16589276545174,22.661987615163085,1
15.7901725255733,4.034006219715829,1
129.81164865234334,21.426645712798358,1
55.48,19.5,1
193.36870294462489,37.04533867474418,1
40.18659267017676,9.365622791790152,1
8.54,4.67,1
47.39312001408486,23.80146393416283,1
93.01,3.5,1
55.48,19.5,1
106.32285596671457,14.720044999976373,1
55.48,19.5,1
28.6,47.67,1
99.61742344812386,3.5227371763528006,1
113.22032158973043,3.837894580921225,1
45.52507388409041,11.508419604376076,1
43.23046540225715,27.897995464137068,1
8.54,4.67,1
15.88079531379073,3.396337746621569,1
8.54,4.67,1
9.51,3.0,1
55.48,19.5,1
28.76354325371715,21.289104570130014,1
8.54,4.67,1
30.60987666827589,44.91479406723847,1
74.59557899820665,17.88920136712068,1
16.590005864455012,3.3817272672921868,1
55.48,19.5,1
43.420825946727824,21.174335489311396,1
55.48,19.5,1
29.120688224909763,46.956223225019535,1
28.7201376384815,47.50531132058161,1
45.00619907185816,13.891884119558,1
7.74,1.5,1
46.86735017333048,27.18373609086151,1
100.29587884360745,58.750651233858896,1
105.17676666954499,3.541867744905523,1
55.48,19.5,1
55.48,19.5,1
21.140329387383495,10.340861405141219,1
55.48,19.5,1
30.474406144097664,40.39837861990966,1
100.84276229152593,12.818124523402169,1
9.500553996423344,3.0162627071886763,1
55.48,19.5,1
46.07818993878053,29.432107173333627,1
53.78882052100293,21.292389061716968,1
25.63830877882888,22.902505123485795,1
55.48,19.5,1
55.48,19.5,1
55.48,19.5,1
55.48,19.5,1
55.48,19.5,1
43.57826054922053,8.875767045848479,1
27.394602501760204,9.435706263493161,1
15.197704576898149,5.083270523229204,1
74.92,2.5,1
22.50510709510256,40.27694246368132,1
55.48,19.5,1
55.48,19.5,1
55.48,19.5,1
39.2945727406051,56.34757452883967,1
55.48,19.5,1
8.258760379162613,3.5555880024318522,1
193.73216756259353,36.88170142649581,1
22.540293703212992,40.24462823174317,1
44.5315333133501,28.918436292353736,1
105.54699444791086,3.942066094778239,1
74.92,2.5,1
46.01557386426627,29.530830016443655,1
74.86090261521807,2.7528447989622578,1
28.4,22.92,1
55.48,19.5,1
55.48,19.5,1
7.74,1.5,1
103.132510803049,61.805377156820484,1
55.48,19.5,1
74.92,2.5,1
14.350262107706893,2.6208671978297473,1
16.095362383782998,2.649184556469914,1
30.349071206376355,40.261191943795204,1
26.488568482049942,22.907891384049186,1
88.75154716768053,2.8226872085779124,1
55.48,19.5,1
16.04191842614321,2.835284051822754,1
29.92423400557349,36.45878536154293,1
78.2354454475187,26.51702392540006,1
55.48,19.5,1
41.98814643699323,21.622963390751693,1
43.61447857962069,22.418457975759612,1
84.85700609837731,17.807147690478565,1
20.65589865472746,10.51531932278559,1
31.08085028419585,10.893407752843626,1
29.71726164536192,9.773036487072229,1
43.00175422255453,24.858992379730566,1
17.233445896034354,2.4561707666224146,1
26.2846618956808,22.906599668117437,1
55.48,19.5,1
82.2102424777803,2.90299847859482,1
30.36136720060315,39.54205530268236,1
8.535094596413446,4.650562338288285,1
38.12612069424644,55.39949273430893,1
72.74417244476612,11.80915442044676,1
49.84109023536442,84.54087702329791,1
34.761582456017216,6.860856830167843,1
88.536637316771,3.2527162695838037,1
8.54,4.67,1
50.09900186355816,25.05212528565731,1
29.501378885433226,50.3241442139143,1
55.48,19.5,1
30.572302198136033,44.966302403388525,1
74.92,2.5,1
9.459694238756807,3.0866088879135387,1
23.330139341525456,7.8537766970305345,1
30.76099133059356,44.707641050978005,1
16.444524425685632,3.259115811688069,1
33.20854665950245,47.38575552715077,1
54.84362318308504,20.156614948901648,1
12.899807549770788,3.2944153493552406,1
73.75880148398153,7.468121794582029,1
55.48,19.5,1
30.700679942504777,42.11250937576732,1
31.767620460804572,7.9667968286095014,1
23.51212747399744,39.352127830002345,1
55.48,19.5,1
7.74,1.5,1
41.95767582092442,21.630581044768896,1
28.4,22.92,1
15.76726185340657,3.791677474744982,1
7.793092188488743,1.7103777968866454,1
28.29476480443135,37.45778581213523,1
42.67029373691312,26.559923802368015,1
38.239004724045266,60.3535790908838,1
30.312590533020682,14.339906358810003,1
119.15385395901195,3.5319669004223364,1
113.83150896185167,3.8214648128534496,1
48.15908065219777,27.156409669724138,1
55.48,19.5,1
19.180829611822748,8.722315098779033,1
9.51,3.0,1
8.495999065762602,4.495646298084313,1
34.51095848488924,62.50243127162176,1
74.92,2.5,1
44.01401669331432,8.81283115158459,1
14.614539159244178,3.997629803109611,1
91.15373037231356,186.6368471477127,1
75.17393391868669,2.514037253658744,1
13.814567613393809,8.07957375015747,1
41.7563666376332,9.138901654812262,1
94.33876312187407,5.188562251389559,1
93.70205040038731,4.379442063762944,1
137.28042277742688,19.909878127080546,1
32.24623540960576,51.68539686588618,1
29.512565966762878,46.41902415389589,1
30.92994273247566,43.936706600320115,1
43.5585430358962,8.878614829753644,1
55.48,19.5,1
71.89615909293349,17.24119653601695,1
112.95367816306597,15.82218769314229,1
12.779123523965843,2.7439328832402734,1
55.48,19.5,1
30.340513577767613,14.214640477514745,1
119.51153958552715,13.929398230986827,1
95.09508060441905,51.130747342477406,1
29.844248517927618,37.01068522629943,1
55.48,19.5,1
29.863152528822145,36.88024755112721,1
16.018727172239778,2.9160393109507714,1
40.590702236296394,16.59848135083472,1
27.63352949184332,46.506129469752494,1
55.48,19.5,1
55.48,19.5,1
80.6300217068445,2.633213655939108,1
147.6563985883302,35.173395109673606,1
55.48,19.5,1
21.008878809777826,22.873178417799497,1
74.5466915121933,20.20822313954833,1
16.879361062429584,5.77457558299062,1
30.320079451065123,39.22928112457823,1
55.48,19.5,1
31.0,44.38,1
45.00741529317734,8.2302544614929,1
9.51,3.0,1
28.4,22.92,1
74.92,2.5,1
7.787233595706266,1.5400284709375134,1
35.69256545584398,6.087433417636098,1
15.637501764682385,11.475986862000369,1
42.71663108322415,26.820279683439306,1
22.703507718979033,22.883913623559145,1
51.427667032125754,23.681205747771305,1
55.48,19.5,1
30.47153030540763,13.626884879907445,1
97.89042543421732,9.701934734099213,1
43.16318320784614,22.29380079461289,1
28.6,47.67,1
38.04734821838192,60.60484782071668,1
24.09355006302654,22.892719321666235,1
55.48,19.5,1
55.48,19.5,1
55.48,19.5,1
96.31635490262241,3.616585151714471,1
49.75045848571396,25.38342411299309,1
55.48,19.5,1
96.08035018149609,52.59759458932109,1
55.48,19.5,1
55.48,19.5,1
106.9997580457678,3.993291891599711,1
28.99090750217062,47.134130965774446,1
45.7780077184843,9.708730216338317,1
24.79075292546157,39.27317411694293,1
74.41170925126079,4.674693053737517,1
55.48,19.5,1
215.06979807492945,31.04947764169048,1
28.4,22.92,1
43.19852736908232,29.484418325949388,1
37.0344874831534,52.59272850540395,1
55.48,19.5,1
55.48,19.5,1
55.48,19.5,1
42.12322074804906,22.527703250094053,1
140.2895299817325,23.13649269866099,1
51.61296524449054,89.71522656303445,1
81.32154903570067,2.8538722518353046,1
94.63549494475023,5.565642369468125,1
73.9025625581927,6.853048216594722,1
102.72036988244322,12.002756041790862,1
87.86028753383614,3.215328221881489,1
30.824607870540603,12.042939691880356,1
55.48,19.5,1
34.75355454207934,9.795137674451416,1
