HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,c
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
56.37700183854909,27.73108289175797,34135.84525817013,0.443272630249391,219,0.03953717685218968,1896.4364032316735,1335.1634117577319,1
13.10102400641562,2.7187187462337636,91.82975581271435,0.01,10,0.3721921880649355,5.096913546311692,34.4744104962598,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
12.040910416460775,1.9104792550174652,54.57661610152583,0.0045608806113051695,8,0.5559779847173708,3.0315180363099365,25.1102066094633,1
14.419716930916021,2.137512750564625,75.13323782612369,0.007083475006273616,10,0.49291312484315963,4.171730702835674,32.5770860185699,1
93.01,3.5,1139.36,0.11,71,0.29,63.3,325.53,1
50.52020271307123,20.241034612498737,19781.30611882225,0.3292820776127308,186,0.052928207761273084,1098.9651772563602,992.2478779414445,1
40.29621458983924,9.349790189913179,3505.3126533984864,0.12190676009606498,74,0.10381352019212996,194.74197180875674,375.41661112336953,1
53.760457845584654,19.7519527825592,20889.628446504987,0.35288268975821463,194,0.05,1160.5327685667428,1059.3196215269118,1
18.60547157293307,9.62381939014286,1296.0029790465542,0.046269676830952344,42,0.10940451524642852,71.99738772480856,145.73254312642678,1
66.6786798635606,6.474273551716609,1861.8870788560118,0.10563508955949155,66,0.18127017911898308,103.43430232024065,327.70770766738474,1
43.88265876137979,8.947591881305058,2126.714647367748,0.08835628955267943,56,0.13359618768761367,118.14935636582848,268.13983413070207,1
28.832339344321376,45.67825223376112,60477.92960494953,0.435010364882492,230,0.0218737043896885,3359.881747662453,1314.9290374943232,1
95.69744535000147,3.5947618247532254,1248.474450730349,0.11568570948519352,73,0.28241905401974193,69.36096631121629,345.09642157504595,1
16.78280168899977,2.3395002639062135,92.13209618897508,0.01,13,0.4280666314791715,5.114901636218523,39.3103082866551,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
11.861237261253358,2.73680179911343,84.37226965723147,0.01,10,0.3686024027966969,4.683323122442069,31.32691954808795,1
37.26445858012603,3.73098109191212,308.1500580882399,0.03163638037068848,24,0.29221824540861624,17.115168884247907,103.66135843708621,1
28.6,47.67,64981.35,0.45,238,0.02,3610.07,1363.25,1
22.879032637048937,39.93354145577138,36448.21171076615,0.3020358808012701,166,0.022035880801270086,2024.9010930491856,912.9733675196377,1
83.55236317072712,3.785554782999,1105.4445179864301,0.10219795674866121,66,0.2743959134973224,61.415026350476545,301.71036195366264,1
31.0,44.38,61064.32,0.46,238,0.02,3392.46,1375.96,1
74.92,2.5,468.24,0.06,42,0.4,26.01,187.3,1
31.122427460555627,35.73692251667795,39376.04241784222,0.36535438850062923,193,0.03,2187.5585274367436,1104.815611330191,1
8.54,4.67,186.03,0.01,12,0.21,10.33,39.86,1
48.45634949101476,8.43605583010467,2104.3165928117683,0.09251928010591332,59,0.14147264024208756,116.90407643176405,285.2154348802213,1
93.90092262872582,3.5314147612385693,1175.5328409757628,0.11188488567431416,71,0.28748681910091445,65.30928812881889,332.0165199005398,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
17.561951842329492,22.744501944591462,9012.712075908756,0.13,80,0.040588142469176525,500.7045597727087,396.3121367505227,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
59.96921816356799,58.80237340805744,215006.10100269402,1.193478207532948,544,0.02,11944.784391364708,3588.1680018855873,1
72.02225471040413,21.440453846897856,32776.78940055765,0.5098512938502798,245,0.048985129385027984,1820.9330745041773,1534.3417475198771,1
30.85628847102485,9.722062999183319,2709.0228683067126,0.09405697061225532,60,0.10202848530612765,150.4992709889897,287.4645630800305,1
41.21404547464762,30.50451378031478,37842.725784938826,0.4110522813946307,222,0.03,2102.3700387668428,1245.7707619617383,1
32.20875064862782,5.375290794670795,925.3652041379675,0.05980603514059617,40,0.18912715813268277,51.406400229887076,172.43310496393357,1
7.919631727107596,1.652230277209827,24.329373533444,0.0010148685147321809,5,0.6354944704991059,1.3536202985687638,13.327157526926849,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
57.615348063477796,19.078364722976104,19912.023093184256,0.35310728026688315,192,0.055310728026688315,1106.227099025346,1062.7728603180008,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
46.18,8.5,3336.69,0.13,80,0.12,185.37,392.55,1
16.378198046516868,2.2762809447682604,85.05996168807607,0.01,13,0.4364958740308986,4.722941857563215,37.325221665723376,1
8.54,4.67,186.03,0.01,12,0.21,10.33,39.86,1
19.702072666968377,11.284196583407532,2500.0028008758973,0.07349388067327481,49,0.0865061193267252,138.88895742018352,221.06760351878071,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
42.74674093702093,7.567112957915647,1219.8325226950049,0.06620032199167765,51,0.17111515969169644,67.76756715684888,201.18271413437282,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
44.68208064904265,28.54829353136703,36291.49052297062,0.42,224,0.03225049871650476,2016.1900986369,1270.8764474221127,1
74.92,2.5,468.24,0.06,42,0.4,26.01,187.3,1
29.891865897817347,45.899067165075394,62872.90105094688,0.455382774574239,238,0.02,3492.9354424899866,1370.0915064838578,1
28.6,47.67,64981.35,0.45,238,0.02,3610.07,1363.25,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
29.592429102636796,39.162321483041,45745.15272781449,0.3859723159589163,206,0.028003460505135462,2541.399932591282,1156.8487570330615,1
149.74772129446177,46.84673159445795,317838.77191945945,2.297583787036666,913,0.02,17657.7122754676,6893.350016221715,1
28.4,22.92,14912.49,0.22,129,0.04,828.47,650.73,1
62.86505488826445,24.156309334636806,34606.85499634142,0.4827793710538113,241,0.042555874210762255,1922.601749876409,1456.4974253639673,1
31.828985083201296,57.177868681964156,109401.87912691204,0.612805970581578,311,0.02,6077.877475209874,1845.7634818783088,1
33.44326074944725,9.782222072203298,3157.8884061048243,0.10435555855593405,64,0.10290370570395603,175.43705301399845,324.3357857587846,1
36.334879627652775,62.849957143679305,142799.48737951528,0.7559694970824508,375,0.02,7933.302399805433,2273.9288387132706,1
36.56103190063334,43.78512218354899,62226.647963148665,0.49202033662982747,250,0.020750476639761584,3457.033761832766,1472.09330580578,1
12.387586395402828,2.677882119917594,84.09966794148541,0.01,10,0.3772439557454196,4.668396803712457,31.953039339009038,1
16.515396833038675,2.2977182551622928,87.45808214415516,0.01,13,0.43363756597836095,4.855853182006214,37.99835321209599,1
47.75492500923177,3.3880417705629267,352.74955388453293,0.03953820805154547,29,0.32224519059587275,19.59318204496466,126.96226790239729,1
36.06456217365917,9.99845029256985,3177.2793240312144,0.11203297011307134,69,0.10562637609045707,176.51584767172156,333.5642408812132,1
45.59469543131206,20.94842624888888,19905.09977714311,0.3190840042686757,183,0.05,1105.8397357075712,952.0899119428007,1
13.621097851832216,2.0612924779055137,68.23191558280034,0.00623658308783904,9,0.514085422804024,3.7889355557032465,30.07028594000356,1
64.59673108112337,22.744653464505245,32511.538036854956,0.47980061141692987,234,0.045980061141692986,1806.1962198388624,1443.35429124818,1
37.67404444981949,9.356304250018173,3217.281226682466,0.11287391499963656,69,0.1085826099997577,178.73649640985923,346.99461389903325,1
33.40330478791914,42.014140470816145,57806.69482580649,0.46,239,0.021702057215240187,3211.4819583607264,1375.8595786243009,1
42.00239974448421,9.118848776749587,3270.85458169265,0.12257975087830233,75,0.11406380070264185,181.71330123282738,368.18932213346653,1
68.1764345526,5.509438259779659,1179.119054552348,0.08835989566391136,61,0.23126257394490224,65.50729064228103,264.0937437898443,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
57.30682345762678,19.192503629182077,20991.692063325,0.3645386918201907,198,0.051134672955047686,1166.2030302626392,1095.4797659260107,1
8.853859990266194,2.443949144293385,60.315635105281984,0.006292994295289233,7,0.4560381939601661,3.34875184361933,22.257746347629382,1
31.0170492483324,36.37344626836008,40646.374483796,0.3744084241510577,201,0.03,2258.1355764910395,1120.1731868323839,1
34.9826406867343,64.62279214314432,145856.33883018722,0.7514469588185093,374,0.02,8103.125972885564,2257.5956917730464,1
35.610589955256664,63.799527550298954,144436.80595449058,0.7535471235961761,374,0.02,8024.263735401788,2265.18043686759,1
34.685100203507666,34.2962578622833,39711.09018031909,0.3881464427097665,209,0.03,2206.172895094579,1166.3356767933574,1
70.79221066943064,16.901837623816352,20073.393125733433,0.39671602409674656,204,0.05963511378852739,1115.1917490969713,1191.5301215205156,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
32.64365231853421,9.919574896023539,3202.140198693893,0.10357444906562047,63,0.1,177.89636091611973,323.2284974358664,1
83.38927186659507,3.790479004852847,1104.8596657351004,0.102063415167955,66,0.27412683033591,61.382521104577926,301.2996065077666,1
38.99927096242195,9.537106669801506,3542.481594907756,0.12012279362093804,73,0.10024558724187609,196.80780498695373,371.6399540955258,1
42.276263446765974,9.063813394896249,3448.5666865015555,0.12463034862003573,76,0.10926069724007145,191.58805629799863,381.1824480286156,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
43.80959050287548,29.801031348640148,38949.41346478847,0.43284125394560585,234,0.03,2163.854712766903,1306.115197561295,1
30.136524131554552,45.56368150299397,62473.5953670737,0.4564021838814773,238,0.02,3470.7520765551726,1371.3871757133577,1
74.65421119580694,42.121769038404565,73701.63598084144,0.7143966730867422,343,0.02614875983922656,4094.530787732661,2153.4886145373976,1
15.34136782753213,2.880995948030367,117.36219248981757,0.01,12,0.37550257749498805,6.5155596424964655,40.92394514103921,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
90.80907273902426,14.254078673046646,18009.52702462175,0.41996788446419964,214,0.07331192297613309,1000.5329822546244,1269.7303896763133,1
29.997555289484854,38.036944676567956,43678.97323612431,0.382224117287618,204,0.028641764745820218,2426.6131631834032,1142.1138459781048,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
29.9367347040436,37.652097179034506,42624.16496870898,0.37750527876200346,202,0.029166080137555173,2368.013053426146,1127.925871477757,1
102.33904513918625,63.74834555677947,434933.1541694314,2.169631979951244,925,0.019746127979789033,24162.95163187824,6501.575094403275,1
8.016912644136905,1.7346717323194114,28.076612473024973,0.0015644782154627425,5,0.6168077406742668,1.5613727654449163,14.25709714056296,1
31.0,44.38,61064.32,0.46,238,0.02,3392.46,1375.96,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
41.87293236551576,21.65176690862106,19621.554361332397,0.3004558272844735,178,0.05,1090.090141001292,906.3768142935181,1
69.41796694832644,17.15391984907052,20293.87204722888,0.3946284893126123,204,0.058657122328153066,1127.4398486430273,1185.5084400233359,1
34.375198851731106,41.660576981764066,56921.11261809398,0.4534958830821617,241,0.023495883082161686,3162.28233600591,1367.48701029558,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
30.378741941832857,45.23164125473746,62078.27268815935,0.4574114247576369,238,0.02,3448.789985849063,1372.6699208669565,1
13.160541789536587,1.979977136027443,58.82242729644777,0.006399695147032571,10,0.5228070116182508,3.2674905577846927,27.53884122096407,1
44.69924787517994,8.649069005854368,3315.9028240302946,0.12701861988291263,78,0.11801241325527509,184.21521210131482,384.6195288885476,1
28.4,22.92,14912.49,0.22,129,0.04,828.47,650.73,1
22.149186578937204,12.059804332711611,2957.984868566541,0.08731649481161137,56,0.0858531958492891,164.33556864316208,252.42005246652013,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
39.414196735822514,31.29641309028698,37276.3531932764,0.39784862085015876,217,0.03,2070.9049612983513,1206.3983257830664,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
33.69894646613367,34.40102171906881,38984.56709240601,0.3770216443749449,200,0.03,2165.8088179443735,1140.8032620745175,1
21.768883352006572,10.480899156359218,2380.701421253999,0.07328338020226566,49,0.09109446006742188,132.25908945411854,227.59522716468803,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
93.01,3.5,1139.36,0.11,71,0.29,63.3,325.53,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
24.849215850368864,39.421501135213845,36340.646024462854,0.31001397669704417,167,0.02136554227686966,2018.9253346923806,935.865970811175,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
104.87090801620705,3.918226657835228,1620.931267430951,0.13509359947011368,82,0.2565418673731818,90.04977703514116,411.8854403098178,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
39.41580848354583,31.436882695701144,38115.94923478683,0.40290932143492453,217,0.03,2117.549873291728,1220.6538019660247,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
93.65528259028812,52.241038784249376,223070.91936589207,1.51304169144738,638,0.02,12392.831320143803,4546.914591619939,1
13.412214586021172,4.347926743258798,247.72416022214992,0.016852622483855374,16,0.23055786745156612,13.763163864411542,57.58773436573385,1
25.922543193938736,8.970042762063379,2008.5531577050012,0.07102878291083264,48,0.11218616368551936,111.58136512675021,225.69452954603238,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
41.40482682382563,32.09143995539012,41035.791699157366,0.43374435917897974,235,0.02835902244868623,2279.7700117952504,1298.3244629882672,1
29.18674799125555,46.86566629532052,64023.721048255116,0.45244478329689813,238,0.02,3556.8690706762,1366.3573195703575,1
9.54431124701091,4.60361093022572,198.74703819527318,0.011412533399452758,12,0.21423760019835827,11.037679233125832,43.51422390438428,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
57.55992910414996,3.0675106032539103,394.4348537583935,0.046923718819034316,34,0.3503101315123304,21.909278221649163,148.7406620535684,1
48.04467003364297,20.589448182156616,20200.488022946993,0.32922462762269444,186,0.05,1122.2492924190442,984.2620535957603,1
42.897457012066596,29.632839938649898,37527.86338639271,0.41830491750111015,227,0.029858743125092516,2084.876925428033,1268.178668590275,1
23.848794198655195,39.57523631572546,37065.84205972563,0.31100906862189165,168,0.021834844770315276,2059.2141052539114,939.3349079896319,1
25.62774668638149,11.138982365838599,3027.5071102356333,0.09146829688510413,57,0.09146829688510413,168.1958612722028,276.76754211292666,1
46.18,8.5,3336.69,0.13,80,0.12,185.37,392.55,1
30.962160359712893,44.43187184022691,61126.07791924742,0.4598423348321371,238,0.02,3395.8909517178654,1375.7596075716463,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
34.953267925454895,5.252909085900306,931.166125781185,0.062106309128406936,41,0.19421261825681388,51.72888428542311,179.31056176902638,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
13.144035011004084,4.365654507008169,244.32835049798842,0.01647543602110279,16,0.22942630806330835,13.574193446572497,56.61195298659292,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
22.153767991825212,4.013456966659307,297.1481412631849,0.024389247843310424,21,0.2575569913732417,16.510831862203055,79.07002150778119,1
44.034365298385495,8.716003493451124,3306.5690328498854,0.12567993013097753,77,0.11711995342065167,183.69669293739864,381.0586141484002,1
36.19831046902512,32.40309827532031,34257.81979629475,0.36096194450720104,193,0.034632904046109185,1903.2114387545896,1089.7432321783642,1
30.663059157844312,42.24797777463556,55220.77240246848,0.43385803810861034,226,0.02290466243237663,3067.820403245426,1297.3598345798885,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
44.19716954207477,8.786378539315198,3393.515684444116,0.12727258533985525,78,0.11454517067971051,188.52834617644763,386.77606316447356,1
93.49717933453337,3.5016764602014225,1146.780683435576,0.11067058408056898,71,0.28983235397985774,63.71224156352977,327.4396558154403,1
59.50062772948313,4.511749731975678,1019.1939867514133,0.08235656470011807,53,0.23471312940023614,56.621346031548526,241.13459202946046,1
69.4800888855829,141.89201246075885,2192559.7872523204,3.859419102011891,1451,0.00825315930793958,121808.89038603402,11578.573147754127,1
43.962925284995386,8.8202102408191,3400.2288606425327,0.12695037865886574,77,0.11390075731773146,188.9014615130335,386.09395162081876,1
13.927093548992417,3.2530008857227366,131.64095470177182,0.01,12,0.3410880237877644,7.308733166034381,40.70270872434992,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
34.06191068881998,34.756085919408875,40199.04391019812,0.387153561849934,206,0.03,2233.282233463068,1166.2497300026055,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
66.98792927279021,17.562951035449597,20433.88598820473,0.38859112862805023,203,0.05714778215701255,1135.2174785449142,1167.4446568551261,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
37.104196231251755,9.413671520343783,3209.2815520597937,0.11172656959312434,69,0.10781771306208289,178.29209128907016,343.94267511771073,1
24.00783882948171,9.401994736292378,2101.76258771668,0.07099723067849141,48,0.10700830796452579,116.76047463375201,223.4574796424918,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
62.1372399666469,18.291191091178916,19992.102486400374,0.3698421432575664,197,0.05664912702861849,1110.6751352100812,1108.321854333481,1
25.85888762730636,38.51091070672116,37887.49334639131,0.32717603989790633,175,0.024529339982984392,2104.8615486517388,988.4932786495673,1
86.71583860821897,54.55651545810064,137460.85633388784,0.9860876810154824,464,0.027154172151984318,7636.710193781112,2959.7936201806147,1
46.574641255271125,20.912619040647783,20135.91336879801,0.32094140901434703,184,0.05,1118.6634158877766,967.1133108583304,1
9.472478925669732,2.9682024793811284,84.14469669613689,0.009788016529207523,8,0.33720743800694425,4.669870248040444,28.17132396741913,1
39.802544718521446,31.398289282994597,38406.23766128487,0.40731290156749606,220,0.03,2133.677681111103,1230.7388118471001,1
9.340438522538765,3.2919254302683116,103.14747917134686,0.01,9,0.30902332237592967,5.725415509519269,30.510547979005974,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
44.411849221283404,8.678001756246637,3311.868248430594,0.12643996487506726,77,0.11762664325004484,183.99107972827605,383.0803065676789,1
12.825659452711793,2.7402877713280582,91.35128293937258,0.01,10,0.3689568343007913,5.070311748695395,34.01858509926704,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
8.776702320659615,4.2624815716478786,161.5203287762353,0.01,11,0.2392827613187153,8.968351598679739,37.0952192854913,1
81.60211364044048,181.05380796931337,3120064.912500861,5.2449368558264124,1932,0.0029737240309605606,173336.9568947338,15726.88818365595,1
98.05933759526212,13.312482091065556,16857.13281506052,0.422975730470446,215,0.07866204389913257,936.511081676126,1282.1198389167341,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
35.404567442132276,53.19122488179718,103957.72408495814,0.6325198308032127,317,0.02,5775.428235202189,1911.5794979458392,1
75.73981800095426,4.021439251909812,1077.4284036051379,0.09575302590410349,62,0.26150605180820696,59.857931058431404,282.0339880852279,1
28.950239373345887,10.117796885617343,2944.5857994838816,0.09345572857681428,58,0.09781857619227143,163.58674647979257,291.89122555049937,1
47.854753651199744,20.77319057049726,19342.39965247251,0.31341602138496616,182,0.053096004934992204,1074.581647359584,946.6849455366964,1
7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
74.43138446048346,21.017320576345682,32862.847298080924,0.5196009083791318,248,0.049960090837913175,1825.7142854691263,1563.861630390335,1
59.59425479764105,18.491542799686435,18710.13406120397,0.3500362636307408,184,0.05444847373674898,1039.453837740877,1048.6770878944087,1
61.40229721363473,2.8877188246468863,424.40952722315376,0.050877204125955616,36,0.3635088165038225,23.57649420059866,159.5735426398106,1
37.17428631666689,3.7339288745530714,307.7666969181464,0.03156845911168039,24,0.29196014462438546,17.09386877742297,103.46107222852314,1
61.989254162545635,6.955639192564186,1848.5450829961233,0.10065236481523256,62,0.1751362752323692,102.69429055543023,305.87445691802884,1
20.351778397111385,10.745724519125584,2347.271393535081,0.07096584281279618,48,0.08903415718720382,130.40233432255675,218.21850485002128,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
8.54,4.67,186.03,0.01,12,0.21,10.33,39.86,1
69.0782261114457,23.021503094122917,33247.62338872973,0.496956959548858,240,0.04685776721120791,1847.090743818318,1496.023624110012,1
101.45577362173948,3.5290632265028887,1268.0054657923868,0.12162529060115551,75,0.28709367734971114,70.44664739706035,358.6359213094406,1
47.21675296662654,20.324765859743753,15437.78732154398,0.27482889028710383,152,0.05044359814992454,857.6546350299642,821.2844013864177,1
231.05872388934904,23.279445235048165,103316.56247655372,1.6123131011004015,702,0.04703053723489306,5739.806028737225,4837.214645428457,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
42.68402736030048,21.529770513753505,19716.05128596576,0.3038773129837741,179,0.05,1095.3396406299885,916.9647766404814,1
12.880886692762603,2.7359618778514934,91.44724567632771,0.01,10,0.369605718322276,5.075647017316491,34.11000564807178,1
85.76314438569963,14.91953339877066,18576.276125897362,0.4147280834742468,212,0.06981872231616451,1032.0189464032512,1251.846948897604,1
28.93087122326772,47.216430698103835,64441.33645513485,0.45137863009694884,238,0.02,3580.0696304602966,1365.002238853222,1
66.82370475965816,7.04879975599764,1982.5965388354932,0.10736758670950539,67,0.17541162676458372,110.14173336715669,330.1082293028531,1
22.26495897173164,10.45581668120458,2419.653576188591,0.07467685104419,50,0.09155895034806333,134.42314967162707,232.0366832281816,1
74.0949071156272,6.101053404996687,1558.519500259647,0.10498244325005524,69,0.19747366487508283,86.58163890331372,323.02748388219175,1
8.162636311863121,1.5374235223019292,20.63890150421045,0.0004989802973590571,5,0.6585234531607418,1.149133926751901,12.85196196012669,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
9.635556464933359,1.6678473847343587,31.89187235488047,0.002237965129791449,6,0.6185268020147967,1.7734294815951301,17.180295208050918,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
23.913564483725388,38.98346118841546,36297.5342585872,0.307314104508803,174,0.02731410450880299,2016.5298302490385,931.4154811537576,1
71.1738326174273,17.319248245347822,18270.755420491565,0.36508604466107974,198,0.06501985646024917,1015.0458566939759,1105.033693792109,1
74.92,2.5,468.24,0.06,42,0.4,26.01,187.3,1
119.75359712989793,3.6622688943575827,1602.7184178751268,0.14844327764106044,85,0.2753298329231813,89.04041782325633,437.77897724301147,1
14.87207127597042,2.39976814074958,82.81292726453472,0.01,12,0.41803400602339497,4.597941262323227,34.908463890967795,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
68.11350146687883,17.282117554609375,19747.28230305936,0.385549566096299,199,0.0583943962329221,1097.074170991245,1157.357658245257,1
14.878508962358653,9.822104963832551,1264.4501414459237,0.041915792697187926,40,0.10520000874951008,70.24458914488683,132.2389354673165,1
35.37813047642032,34.477936694033374,38739.87920296405,0.379513363449815,197,0.03243917043122688,2152.2165546321576,1146.4461643248019,1
21.377226929600443,10.253552728648485,2236.440950239927,0.07,48,0.09381929695135352,124.24396677764159,218.23377681894115,1
116.34389801514853,3.753927472711061,1633.2155183577877,0.14615181318222348,85,0.26845543954667045,90.73381005833686,435.33398466543247,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
23.76306876879944,39.12167153885766,36319.45365233206,0.30654626922856854,173,0.026546269228568557,2017.7476170034904,928.7326646846185,1
9.173835065783749,3.5787581857125152,120.39866597183534,0.01,10,0.28841258545778337,6.683814776213074,32.45654505636096,1
35.12794630651884,64.4322911299151,145527.86308437897,0.7519329307910328,374,0.02,8084.877482331319,2259.3507795518153,1
33.48651575916563,35.47448014527968,41180.010650525415,0.39147816873854097,210,0.03,2287.782813918079,1169.796892678816,1
35.00436912108958,33.756606765321614,37132.953638445164,0.3725699804215717,202,0.02604749836846431,2062.9394006088805,1128.111612539432,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
7.930607912242261,1.6615321290188645,24.75217370433745,0.0010768808601257628,5,0.6333860507557241,1.377060965127538,13.43208241533279,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
83.253928063647,3.7945654453642303,1104.3743171858384,0.10195176378786257,66,0.2739035275757251,61.35554613114759,300.95873484434435,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
18.655226683530532,12.15181601715174,2746.0930735972884,0.07756721134813024,51,0.08243278865186976,152.5631284956732,225.65824718934277,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
240.5600883487148,22.800459431239048,109072.01279950223,1.681919846304711,730,0.04820370658674364,6059.553788243471,5045.552592956093,1
13.979313617653712,2.4997036995163757,83.27529578309577,0.01,11,0.40337679073759825,4.623258270544148,33.84648201980598,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
91.79781619341385,62.48557777805947,354847.55639792426,1.9042238143484471,824,0.02,19713.751029048944,5706.902901405482,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
74.92,2.5,468.24,0.06,42,0.4,26.01,187.3,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
74.38316013370223,21.039732037849554,32888.279454498756,0.5195314618178118,248,0.04990629236356237,1827.1271684896885,1563.703274122557,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
12.216308242846555,3.528920177755027,169.54285521416668,0.014407668147958559,13,0.290330986668373,9.417720568688114,44.92652551040584,1
63.433569639017875,6.777892097829782,1508.0814808697246,0.09370179836950362,64,0.18055269755425546,83.7795267149847,288.9633205363901,1
40.772428571812135,9.04438638538804,3260.777133178922,0.1191122722922392,73,0.1127415148614928,181.1528201345273,363.58864429735627,1
121.40190834879803,3.6179594529892998,1587.9755589958647,0.1495510136752675,85,0.2786530410258025,88.22180089397732,438.9609315915104,1
19.80965649020144,11.697085382615779,2657.490652315142,0.07731979444246771,50,0.08804061667259687,147.6398760570123,226.92856714891477,1
102.5759020260825,3.837302610228579,1527.7504635737996,0.13023815661371474,80,0.2630157911817137,84.87387495021991,395.17624295999696,1
55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1
93.01,3.5,1139.36,0.11,71,0.29,63.3,325.53,1
