n,v,l,d,i,e,t,lOCode,lOComment,lOBlank,uniq_Op,uniq_Opnd,total_Op,total_Opnd,errorRate_binned,defects_binned
14.0,48.43,0.28,3.6,13.45,174.36,9.69,4,0,1,6.0,5.0,8.0,6.0,0,0
123.0,667.43,0.04,26.71,24.98,17829.93,990.55,39,0,6,22.0,21.0,72.0,51.0,0,0
15.0,53.77,0.24,4.2,12.8,225.85,12.55,4,0,2,7.0,5.0,9.0,6.0,0,0
527.0,3404.12,0.02,48.53,70.14,165213.31,9178.52,85,11,16,28.0,60.0,319.0,208.0,0,0
62.0,276.48,0.06,15.75,17.55,4354.63,241.92,15,0,1,14.0,8.0,44.0,18.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
9.0,27.0,0.33,3.0,9.0,81.0,4.5,2,0,0,6.0,2.0,7.0,2.0,0,0
108.0,540.0,0.04,23.5,22.98,12690.0,705.0,29,11,5,16.0,16.0,61.0,47.0,0,0
108.0,549.45,0.03,30.0,18.31,16483.38,915.74,18,0,2,20.0,14.0,66.0,42.0,0,0
83.0,422.26,0.1,9.8,43.07,4139.97,230.0,15,0,2,11.0,23.0,42.0,41.0,0,0
317.0,1779.86,0.04,22.87,77.83,40702.66,2261.26,58,0,5,11.0,38.0,159.0,158.0,0,0
55.0,267.19,0.11,8.82,30.28,2357.55,130.97,14,0,4,12.0,17.0,30.0,25.0,0,0
167.0,994.35,0.05,19.53,50.93,19414.7,1078.59,51,7,5,22.0,40.0,96.0,71.0,0,0
91.0,487.54,0.06,15.55,31.36,7578.99,421.05,22,4,4,19.0,22.0,55.0,36.0,0,0
201.0,995.79,0.04,24.29,40.99,24191.92,1344.0,37,0,3,14.0,17.0,142.0,59.0,0,0
39.0,171.3,0.13,7.7,22.25,1319.01,73.28,13,0,3,11.0,10.0,25.0,14.0,0,0
250.0,1425.11,0.03,31.16,45.73,44408.26,2467.13,64,0,6,21.0,31.0,158.0,92.0,0,0
230.0,1353.01,0.05,18.75,72.16,25368.9,1409.38,48,8,31,15.0,44.0,120.0,110.0,0,0
269.0,1695.72,0.04,24.32,69.74,41232.7,2290.71,62,5,9,22.0,57.0,143.0,126.0,0,0
426.0,2593.26,0.03,39.94,64.93,103571.6,5753.98,79,0,5,19.0,49.0,220.0,206.0,0,0
564.0,3908.94,0.03,35.67,109.59,139425.57,7745.87,128,18,6,27.0,95.0,313.0,251.0,0,0
503.0,3424.1,0.03,34.77,98.49,119047.18,6613.73,108,24,18,26.0,86.0,273.0,230.0,0,0
419.0,2504.48,0.03,34.89,71.77,87390.38,4855.02,63,0,13,16.0,47.0,214.0,205.0,0,0
88.0,483.28,0.09,11.31,42.73,5466.1,303.67,23,3,3,16.0,29.0,47.0,41.0,0,0
166.0,950.83,0.05,20.96,45.37,19925.58,1106.98,30,6,8,19.0,34.0,91.0,75.0,0,0
242.0,1525.51,0.05,19.15,79.65,29217.49,1623.19,41,3,5,20.0,59.0,129.0,113.0,0,0
203.0,1227.01,0.05,19.2,63.9,23561.24,1308.96,42,3,3,19.0,47.0,108.0,95.0,0,0
93.0,513.69,0.09,11.73,43.78,6027.31,334.85,21,0,2,16.0,30.0,49.0,44.0,0,0
22.0,88.0,0.16,6.43,13.69,565.71,31.43,8,0,0,9.0,7.0,12.0,10.0,0,0
102.0,556.86,0.08,13.19,42.22,7344.82,408.05,26,0,3,15.0,29.0,51.0,51.0,0,0
33.0,134.89,0.23,4.36,30.91,588.59,32.7,6,0,0,6.0,11.0,17.0,16.0,0,0
49.0,191.44,0.09,11.43,16.75,2187.86,121.55,8,0,1,8.0,7.0,29.0,20.0,0,0
91.0,470.46,0.08,12.09,38.91,5688.33,316.02,22,1,2,14.0,22.0,53.0,38.0,0,0
77.0,398.08,0.09,11.14,35.75,4433.21,246.29,17,0,3,14.0,22.0,42.0,35.0,0,0
353.0,2198.77,0.04,26.21,83.89,57631.0,3201.72,62,9,9,18.0,57.0,187.0,166.0,0,0
49.0,191.44,0.09,11.43,16.75,2187.86,121.55,8,0,1,8.0,7.0,29.0,20.0,0,0
55.0,267.19,0.17,5.85,45.67,1563.06,86.84,14,0,1,9.0,20.0,29.0,26.0,0,0
7.0,16.25,0.67,1.5,10.84,24.38,1.35,3,0,0,3.0,2.0,5.0,2.0,0,0
20.0,80.0,0.17,5.83,13.71,466.67,25.93,6,0,2,10.0,6.0,13.0,7.0,0,0
84.0,403.82,0.04,24.67,16.37,9960.84,553.38,19,0,4,16.0,12.0,47.0,37.0,0,0
74.0,366.61,0.05,21.82,16.8,7998.78,444.38,21,3,3,20.0,11.0,50.0,24.0,0,0
4.0,8.0,0.67,1.5,5.33,12.0,0.67,2,0,0,3.0,1.0,3.0,1.0,0,0
57.0,261.33,0.11,8.88,29.42,2321.93,129.0,12,3,4,11.0,13.0,36.0,21.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
39.0,181.11,0.11,8.91,20.33,1613.53,89.64,15,0,2,14.0,11.0,25.0,14.0,0,0
49.0,224.66,0.13,7.68,29.25,1725.82,95.88,19,0,0,13.0,11.0,36.0,13.0,0,0
126.0,577.71,0.06,15.71,36.76,9078.23,504.35,14,0,0,10.0,14.0,82.0,44.0,0,0
581.0,3723.86,0.02,54.64,68.15,203486.65,11304.81,150,57,43,26.0,59.0,333.0,248.0,0,0
14.0,46.51,0.19,5.25,8.86,244.16,13.56,6,0,1,6.0,4.0,7.0,7.0,0,0
28.0,116.76,0.12,8.13,14.37,948.66,52.7,9,0,1,10.0,8.0,15.0,13.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
36.0,133.22,0.09,11.25,11.84,1498.68,83.26,7,4,3,9.0,4.0,26.0,10.0,0,0
317.0,1840.93,0.03,39.79,46.26,73258.25,4069.9,68,3,5,22.0,34.0,194.0,123.0,0,0
117.0,634.87,0.07,14.22,44.64,9029.3,501.63,25,7,4,16.0,27.0,69.0,48.0,0,0
181.0,1026.71,0.04,26.25,39.11,26951.11,1497.28,47,7,8,21.0,30.0,106.0,75.0,0,0
168.0,922.63,0.03,28.88,31.95,26640.98,1480.05,30,8,5,21.0,24.0,102.0,66.0,0,0
188.0,1049.97,0.02,40.77,25.75,42810.26,2378.35,50,7,7,26.0,22.0,119.0,69.0,0,0
33.0,140.18,0.13,7.56,18.54,1060.12,58.9,12,2,2,11.0,8.0,22.0,11.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
74.0,347.83,0.08,12.86,27.05,4472.13,248.45,21,0,4,12.0,14.0,44.0,30.0,0,0
33.0,109.62,0.07,14.0,7.83,1534.73,85.26,11,0,1,7.0,3.0,21.0,12.0,0,0
81.0,385.15,0.05,19.38,19.87,7465.9,414.77,16,1,5,14.0,13.0,45.0,36.0,0,0
37.0,169.64,0.11,9.1,18.64,1543.76,85.76,9,0,2,14.0,10.0,24.0,13.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
61.0,286.73,0.05,18.4,15.58,5275.77,293.1,18,3,3,16.0,10.0,38.0,23.0,0,0
88.0,454.95,0.05,19.38,23.48,8814.72,489.71,26,0,5,20.0,16.0,57.0,31.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
67.0,328.76,0.05,18.75,17.53,6164.28,342.46,18,0,3,18.0,12.0,42.0,25.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
18.0,70.32,0.19,5.25,13.4,369.2,20.51,8,0,1,9.0,6.0,11.0,7.0,0,0
78.0,342.6,0.08,12.0,28.55,4111.21,228.4,13,0,2,9.0,12.0,46.0,32.0,0,0
33.0,134.89,0.06,15.6,8.65,2104.23,116.9,10,0,1,12.0,5.0,20.0,13.0,0,0
74.0,334.74,0.05,21.0,15.94,7029.62,390.53,13,0,0,14.0,9.0,47.0,27.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
33.0,142.62,0.14,7.33,19.45,1045.91,58.11,13,0,2,11.0,9.0,21.0,12.0,0,0
165.0,921.52,0.03,31.0,29.73,28567.08,1587.06,34,9,8,24.0,24.0,103.0,62.0,0,0
34.0,144.43,0.18,5.45,26.48,787.8,43.77,8,1,2,8.0,11.0,19.0,15.0,0,0
273.0,1661.88,0.03,36.22,45.88,60192.39,3344.02,52,2,3,27.0,41.0,163.0,110.0,0,0
39.0,165.67,0.06,17.33,9.56,2871.6,159.53,11,0,0,13.0,6.0,23.0,16.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
167.0,869.98,0.05,20.85,41.72,18142.68,1007.93,37,12,6,13.0,24.0,90.0,77.0,0,0
73.0,368.24,0.04,22.75,16.19,8377.48,465.42,17,0,1,21.0,12.0,47.0,26.0,0,0
81.0,337.76,0.03,29.0,11.65,9795.15,544.18,28,0,3,12.0,6.0,52.0,29.0,0,0
59.0,250.63,0.09,11.25,22.28,2819.56,156.64,20,0,5,9.0,10.0,34.0,25.0,0,0
15.0,53.77,0.18,5.6,9.6,301.14,16.73,4,0,1,7.0,5.0,7.0,8.0,0,0
52.0,238.42,0.08,11.82,20.17,2817.67,156.54,11,0,2,13.0,11.0,32.0,20.0,0,0
9.0,27.0,0.5,2.0,13.5,54.0,3.0,2,0,0,4.0,4.0,5.0,4.0,0,0
101.0,526.15,0.06,17.0,30.95,8944.63,496.92,36,2,3,17.0,20.0,61.0,40.0,0,0
131.0,671.94,0.03,36.0,18.66,24189.7,1343.87,23,0,2,21.0,14.0,83.0,48.0,0,0
145.0,749.64,0.03,38.5,19.47,28861.11,1603.39,23,0,2,21.0,15.0,90.0,55.0,0,0
159.0,828.3,0.02,40.69,20.36,33701.58,1872.31,25,0,2,21.0,16.0,97.0,62.0,0,0
228.0,1252.14,0.02,51.25,24.43,64172.3,3565.13,41,2,2,25.0,20.0,146.0,82.0,0,0
136.0,686.04,0.03,31.89,21.51,21879.7,1215.54,25,0,3,19.0,14.0,89.0,47.0,0,0
114.0,575.06,0.03,31.54,18.23,18136.54,1007.59,23,0,2,20.0,13.0,73.0,41.0,0,0
20.0,66.44,0.14,7.0,9.49,465.07,25.84,6,1,0,7.0,3.0,14.0,6.0,0,0
46.0,198.81,0.12,8.18,24.3,1626.62,90.37,12,3,1,9.0,11.0,26.0,20.0,0,0
7.0,19.65,0.5,2.0,9.83,39.3,2.18,2,0,0,4.0,3.0,4.0,3.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
38.0,166.91,0.18,5.63,29.67,938.86,52.16,9,0,0,9.0,12.0,23.0,15.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
49.0,169.51,0.06,15.75,10.76,2669.82,148.32,13,0,0,7.0,4.0,31.0,18.0,0,0
57.0,246.35,0.08,12.83,19.2,3161.49,175.64,18,3,3,11.0,9.0,36.0,21.0,0,0
37.0,128.0,0.08,12.25,10.45,1567.99,87.11,10,0,0,7.0,4.0,23.0,14.0,0,0
118.0,640.3,0.04,27.6,23.2,17672.26,981.79,35,0,3,23.0,20.0,70.0,48.0,0,0
51.0,220.42,0.05,20.43,10.79,4502.83,250.16,19,0,5,13.0,7.0,29.0,22.0,0,0
68.0,336.89,0.04,23.64,14.25,7962.74,442.37,17,0,6,20.0,11.0,42.0,26.0,0,0
48.0,214.05,0.08,12.6,16.99,2697.06,149.84,19,0,1,12.0,10.0,27.0,21.0,0,0
92.0,482.81,0.04,25.44,18.98,12281.46,682.3,27,0,2,22.0,16.0,55.0,37.0,0,0
78.0,390.0,0.06,15.88,24.56,6194.12,344.12,19,0,5,15.0,17.0,42.0,36.0,0,0
94.0,456.65,0.06,17.27,26.45,7884.83,438.05,23,4,3,14.0,15.0,57.0,37.0,0,0
95.0,466.15,0.06,16.63,28.04,7749.82,430.55,23,4,3,14.0,16.0,57.0,38.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
71.0,351.75,0.05,20.58,17.09,7240.15,402.23,16,0,1,19.0,12.0,45.0,26.0,0,0
70.0,343.48,0.04,23.32,14.73,8009.38,444.97,18,0,1,19.0,11.0,43.0,27.0,0,0
102.0,535.29,0.05,20.7,25.86,11080.47,615.58,21,7,4,18.0,20.0,56.0,46.0,0,0
13.0,41.21,0.25,4.0,10.3,164.84,9.16,8,0,0,6.0,3.0,9.0,4.0,0,0
20.0,80.0,0.17,5.83,13.71,466.67,25.93,6,0,1,10.0,6.0,13.0,7.0,0,0
18.0,70.32,0.19,5.25,13.4,369.2,20.51,7,0,1,9.0,6.0,11.0,7.0,0,0
141.0,750.39,0.03,35.85,20.93,26903.76,1494.65,37,18,7,23.0,17.0,88.0,53.0,0,0
55.0,248.8,0.22,4.59,54.22,1141.53,63.42,7,0,2,6.0,17.0,29.0,26.0,0,0
40.0,169.92,0.23,4.38,38.75,745.02,41.39,9,0,3,6.0,13.0,21.0,19.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
185.0,1083.73,0.04,27.65,39.19,29966.68,1664.82,46,0,8,26.0,33.0,113.0,73.0,0,0
195.0,992.06,0.03,39.27,25.26,38954.7,2164.15,35,0,17,19.0,15.0,133.0,62.0,0,0
22.0,81.41,0.14,7.2,11.31,586.15,32.56,9,0,1,8.0,5.0,13.0,9.0,0,0
72.0,239.18,0.05,19.5,12.27,4663.99,259.11,14,0,5,6.0,4.0,46.0,26.0,0,0
114.0,618.59,0.04,28.42,21.77,17581.1,976.73,35,0,3,24.0,19.0,69.0,45.0,0,0
34.0,146.95,0.17,5.73,25.66,841.6,46.76,5,0,1,9.0,11.0,20.0,14.0,0,0
16.0,50.72,0.2,5.0,10.14,253.59,14.09,3,1,1,6.0,3.0,11.0,5.0,0,0
142.0,755.71,0.04,25.77,29.32,19476.81,1082.04,40,10,5,18.0,22.0,79.0,63.0,0,0
79.0,357.36,0.05,20.18,17.71,7212.2,400.68,19,0,5,12.0,11.0,42.0,37.0,0,0
39.0,165.67,0.12,8.33,19.88,1380.58,76.7,8,1,4,10.0,9.0,24.0,15.0,0,0
63.0,299.56,0.05,19.55,15.32,5856.36,325.35,17,0,3,17.0,10.0,40.0,23.0,0,0
40.0,169.92,0.11,8.89,19.12,1510.37,83.91,17,0,2,10.0,9.0,24.0,16.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
19.0,53.34,0.13,7.5,7.11,400.05,22.22,4,3,2,5.0,2.0,13.0,6.0,0,0
68.0,315.78,0.04,22.31,14.15,7045.89,391.44,15,2,3,17.0,8.0,47.0,21.0,0,0
65.0,312.48,0.05,18.55,16.85,5795.05,321.95,18,0,2,17.0,11.0,41.0,24.0,0,0
56.0,193.73,0.06,17.5,11.07,3390.24,188.35,11,0,3,7.0,4.0,36.0,20.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
50.0,216.1,0.07,15.0,14.41,3241.45,180.08,19,0,1,12.0,8.0,30.0,20.0,0,0
17.0,60.94,0.29,3.5,17.41,213.31,11.85,7,0,0,6.0,6.0,10.0,7.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
366.0,1998.15,0.02,50.0,39.96,99907.6,5550.42,49,7,12,16.0,28.0,191.0,175.0,0,0
208.0,1114.37,0.03,34.04,32.72,37937.06,2107.61,40,0,2,18.0,23.0,121.0,87.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
25.0,97.67,0.18,5.71,17.09,558.13,31.01,6,0,1,8.0,7.0,15.0,10.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
65.0,309.07,0.07,13.75,22.48,4249.68,236.09,16,0,1,15.0,12.0,43.0,22.0,0,0
11.0,34.87,0.5,2.0,17.43,69.74,3.87,2,0,0,4.0,5.0,6.0,5.0,0,0
11.0,34.87,0.5,2.0,17.43,69.74,3.87,2,0,0,4.0,5.0,6.0,5.0,0,0
330.0,2022.66,0.07,15.21,133.01,30758.43,1708.8,63,28,21,12.0,58.0,183.0,147.0,0,0
237.0,1399.93,0.08,13.0,107.69,18199.13,1011.06,45,17,16,12.0,48.0,133.0,104.0,0,0
210.0,1185.21,0.05,21.65,54.75,25656.31,1425.35,39,10,8,16.0,34.0,118.0,92.0,0,0
205.0,1151.02,0.05,19.0,60.58,21869.29,1214.96,51,14,12,14.0,35.0,110.0,95.0,0,0
329.0,1995.74,0.03,30.85,64.69,61570.81,3420.6,53,18,15,20.0,47.0,184.0,145.0,0,0
205.0,1230.0,0.08,13.02,94.47,16014.6,889.7,44,8,13,14.0,50.0,112.0,93.0,0,0
395.0,2531.71,0.04,25.66,98.68,64955.35,3608.63,81,14,34,18.0,67.0,204.0,191.0,0,0
77.0,357.58,0.15,6.81,52.54,2433.51,135.19,18,3,4,7.0,18.0,42.0,35.0,0,0
53.0,252.01,0.08,12.38,20.35,3121.04,173.39,13,0,4,14.0,13.0,30.0,23.0,0,0
35.0,148.68,0.17,5.82,25.55,865.03,48.06,9,0,1,8.0,11.0,19.0,16.0,0,0
70.0,343.48,0.06,15.69,21.89,5390.03,299.45,21,0,1,17.0,13.0,46.0,24.0,0,0
12.0,41.51,0.33,3.0,13.84,124.54,6.92,3,0,0,6.0,5.0,7.0,5.0,0,0
69.0,324.33,0.07,15.0,21.62,4864.96,270.28,15,0,3,13.0,13.0,39.0,30.0,0,0
40.0,172.88,0.07,13.93,12.41,2407.93,133.77,15,0,2,13.0,7.0,25.0,15.0,0,0
36.0,150.12,0.09,11.0,13.65,1651.29,91.74,16,3,4,11.0,7.0,22.0,14.0,0,0
64.0,289.51,0.04,28.57,10.13,8271.66,459.54,27,0,2,16.0,7.0,39.0,25.0,0,0
164.0,900.66,0.04,24.85,36.25,22378.03,1243.22,54,8,10,19.0,26.0,96.0,68.0,0,0
22.0,88.0,0.18,5.5,16.0,484.0,26.89,6,0,1,11.0,5.0,17.0,5.0,0,0
17.0,58.81,0.19,5.25,11.2,308.75,17.15,6,0,0,7.0,4.0,11.0,6.0,0,0
22.0,91.74,0.14,7.0,13.11,642.17,35.68,6,0,2,12.0,6.0,15.0,7.0,0,0
53.0,246.12,0.07,14.62,16.83,3599.57,199.98,17,3,0,13.0,12.0,26.0,27.0,0,0
41.0,177.2,0.08,12.22,14.5,2165.77,120.32,14,0,2,11.0,9.0,21.0,20.0,0,0
18.0,66.61,0.19,5.25,12.69,349.69,19.43,7,0,1,7.0,6.0,9.0,9.0,0,0
25.0,86.49,0.67,1.5,57.66,129.72,7.21,8,0,0,3.0,8.0,17.0,8.0,0,0
10.0,30.0,0.5,2.0,15.0,60.0,3.33,3,1,1,4.0,4.0,6.0,4.0,0,0
61.0,225.73,0.06,16.32,13.82,3686.87,204.83,14,0,2,7.0,6.0,33.0,28.0,0,0
16.0,41.36,0.17,6.0,6.89,248.16,13.79,4,0,1,4.0,2.0,10.0,6.0,0,0
21.0,82.04,0.13,7.5,10.94,615.34,34.19,7,3,0,9.0,6.0,11.0,10.0,0,0
8.0,22.46,0.4,2.5,8.98,56.15,3.12,4,0,2,5.0,2.0,6.0,2.0,0,0
206.0,1294.79,0.08,12.52,103.45,16205.79,900.32,57,0,22,16.0,62.0,109.0,97.0,0,0
200.0,1134.49,0.05,21.67,52.35,24586.42,1365.91,39,0,5,19.0,32.0,127.0,73.0,0,0
33.0,147.16,0.09,11.38,12.94,1673.96,93.0,10,0,1,14.0,8.0,20.0,13.0,0,0
22.0,88.0,0.15,6.6,13.33,580.8,32.27,6,0,1,11.0,5.0,16.0,6.0,0,0
24.0,100.08,0.14,7.0,14.3,700.55,38.92,6,0,1,12.0,6.0,17.0,7.0,0,0
24.0,101.95,0.15,6.86,14.87,699.09,38.84,6,0,1,12.0,7.0,16.0,8.0,0,0
264.0,1589.91,0.07,13.7,116.07,21778.7,1209.93,49,2,19,12.0,53.0,143.0,121.0,0,0
50.0,229.25,0.18,5.7,40.22,1306.71,72.6,16,4,5,9.0,15.0,31.0,19.0,0,0
27.0,102.8,0.22,4.5,22.84,462.59,25.7,13,0,1,6.0,8.0,15.0,12.0,0,0
129.0,661.68,0.05,21.05,31.43,13930.05,773.89,21,0,1,16.0,19.0,79.0,50.0,0,0
62.0,242.23,0.17,6.0,40.37,1453.36,80.74,21,0,6,5.0,10.0,38.0,24.0,0,0
254.0,1281.28,0.02,40.83,31.38,52318.77,2906.6,88,0,25,15.0,18.0,156.0,98.0,0,0
62.0,307.16,0.08,12.19,25.2,3743.51,207.97,14,2,2,15.0,16.0,36.0,26.0,0,0
169.0,905.43,0.05,19.7,45.95,17840.25,991.13,33,19,11,14.0,27.0,93.0,76.0,0,0
79.0,408.42,0.05,21.7,18.82,8862.8,492.38,26,6,2,21.0,15.0,48.0,31.0,0,0
48.0,214.05,0.1,10.5,20.39,2247.55,124.86,13,0,1,11.0,11.0,27.0,21.0,0,0
51.0,216.64,0.14,7.0,30.95,1516.51,84.25,17,2,1,7.0,12.0,27.0,24.0,0,0
16.0,53.15,0.29,3.5,15.19,186.03,10.33,3,0,0,5.0,5.0,9.0,7.0,0,0
21.0,84.0,0.15,6.67,12.6,560.0,31.11,5,0,1,10.0,6.0,13.0,8.0,0,0
7.0,16.25,0.67,1.5,10.84,24.38,1.35,3,0,0,3.0,2.0,5.0,2.0,0,0
24.0,88.81,0.19,5.25,16.92,466.26,25.9,7,0,1,7.0,6.0,15.0,9.0,0,0
453.0,2794.98,0.02,40.87,68.39,114224.87,6345.83,92,0,3,19.0,53.0,225.0,228.0,0,0
13.0,36.5,0.44,2.25,16.21,82.12,4.56,4,0,0,3.0,4.0,7.0,6.0,0,0
14.0,50.19,0.2,5.0,10.04,250.95,13.94,4,0,0,8.0,4.0,9.0,5.0,0,0
11.0,33.0,0.4,2.5,13.2,82.5,4.58,3,0,1,4.0,4.0,6.0,5.0,0,0
32.0,133.44,0.13,7.5,17.79,1000.78,55.6,14,0,2,9.0,9.0,17.0,15.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,2,0,0,3.0,2.0,3.0,2.0,0,0
5.0,11.61,0.67,1.5,7.74,17.41,0.97,4,0,0,3.0,2.0,3.0,2.0,0,0
7.0,16.25,0.67,1.5,10.84,24.38,1.35,3,0,0,3.0,2.0,5.0,2.0,0,0
69.0,353.92,0.1,9.67,36.61,3421.23,190.07,16,1,2,14.0,21.0,40.0,29.0,0,0
77.0,377.83,0.07,14.44,26.17,5454.93,303.05,18,0,2,14.0,16.0,44.0,33.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
80.0,416.76,0.06,15.63,26.66,6514.56,361.92,22,0,5,18.0,19.0,47.0,33.0,0,0
9.0,25.27,0.27,3.75,6.74,94.75,5.26,2,0,0,5.0,2.0,6.0,3.0,0,0
81.0,397.46,0.05,20.0,19.87,7949.16,441.62,24,12,1,16.0,14.0,46.0,35.0,0,0
18.0,64.53,0.18,5.6,11.52,361.36,20.08,6,0,0,7.0,5.0,10.0,8.0,0,0
130.0,691.85,0.1,9.83,70.36,6803.2,377.96,51,31,9,10.0,30.0,71.0,59.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
22.0,89.92,0.16,6.42,14.01,577.01,32.06,6,0,2,11.0,6.0,15.0,7.0,0,0
9.0,27.0,0.5,2.0,13.5,54.0,3.0,3,0,0,4.0,4.0,5.0,4.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
66.0,302.61,0.05,18.2,16.63,5507.46,305.97,13,0,1,14.0,10.0,40.0,26.0,0,0
58.0,254.75,0.05,19.5,13.06,4967.71,275.98,12,1,2,13.0,8.0,34.0,24.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
122.0,662.0,0.05,19.08,34.7,12631.04,701.72,45,0,7,18.0,25.0,69.0,53.0,0,0
21.0,75.28,0.4,2.5,30.11,188.21,10.46,4,0,1,4.0,8.0,11.0,10.0,0,0
45.0,191.16,0.08,13.06,14.63,2496.98,138.72,11,1,1,11.0,8.0,26.0,19.0,0,0
6.0,15.51,0.5,2.0,7.75,31.02,1.72,2,0,0,4.0,2.0,4.0,2.0,0,0
24.0,86.04,0.36,2.75,31.29,236.61,13.14,7,2,1,4.0,8.0,13.0,11.0,0,0
86.0,433.82,0.07,14.0,30.99,6073.45,337.41,29,7,7,14.0,19.0,48.0,38.0,0,0
24.0,91.38,0.25,4.0,22.84,365.51,20.31,10,4,3,7.0,7.0,16.0,8.0,0,0
151.0,709.77,0.03,38.18,18.59,27100.17,1505.57,42,17,1,15.0,11.0,95.0,56.0,0,0
69.0,307.7,0.08,12.5,24.62,3846.26,213.68,19,4,2,10.0,12.0,39.0,30.0,0,0
62.0,272.32,0.16,6.4,42.55,1742.87,96.83,10,3,1,6.0,15.0,30.0,32.0,0,0
30.0,120.0,0.14,7.0,17.14,840.0,46.67,7,0,1,8.0,8.0,16.0,14.0,0,0
56.0,256.76,0.18,5.56,46.19,1427.27,79.29,19,2,2,7.0,17.0,29.0,27.0,0,0
22.0,89.92,0.26,3.85,23.36,346.21,19.23,5,3,2,7.0,10.0,11.0,11.0,0,0
62.0,310.0,0.13,7.87,39.4,2439.21,135.51,19,0,3,13.0,19.0,39.0,23.0,0,0
31.0,107.24,0.17,5.83,18.38,625.58,34.75,3,0,0,5.0,6.0,17.0,14.0,0,0
23.0,72.91,0.16,6.25,11.67,455.68,25.32,9,0,0,5.0,4.0,13.0,10.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
350.0,2123.13,0.03,32.34,65.65,68662.97,3814.61,103,30,19,20.0,47.0,198.0,152.0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0
